District_Name,Season,Yield_Production,Crop,Yield_Remarks
NORTH AND MIDDLE ANDAMAN,Rabi,90.8,Tur,1
SOUTH ANDAMANS,Rabi,13.2,Tur,1
ANANTAPUR,Kharif,2600,Tur,1
ANANTAPUR,Kharif,9100,Tur,1
ANANTAPUR,Kharif,7888,Tur,1
ANANTAPUR,Rabi,9,Tur,0
ANANTAPUR,Kharif,7628,Tur,1
ANANTAPUR,Rabi,1,Tur,0
ANANTAPUR,Kharif,6557,Tur,1
ANANTAPUR,Kharif,6959,Tur,1
ANANTAPUR,Kharif,7893,Tur,1
ANANTAPUR,Kharif,23704,Tur,1
ANANTAPUR,Kharif,3543,Tur,1
ANANTAPUR,Kharif,17000,Tur,1
ANANTAPUR,Kharif,13150,Tur,1
ANANTAPUR,Kharif,5919,Tur,1
ANANTAPUR,Rabi,92,Tur,0
ANANTAPUR,Kharif,11156,Tur,1
ANANTAPUR,Kharif,4293,Tur,1
ANANTAPUR,Rabi,1,Tur,0
ANANTAPUR,Kharif,8035,Tur,1
ANANTAPUR,Kharif,9287,Tur,1
ANANTAPUR,Kharif,4845,Tur,1
CHITTOOR,Kharif,900,Tur,0
CHITTOOR,Kharif,1000,Tur,1
CHITTOOR,Kharif,2172,Tur,1
CHITTOOR,Kharif,924,Tur,0
CHITTOOR,Kharif,440,Tur,0
CHITTOOR,Rabi,2,Tur,1
CHITTOOR,Kharif,636,Tur,0
CHITTOOR,Rabi,1,Tur,1
CHITTOOR,Kharif,1390,Tur,1
CHITTOOR,Kharif,1869,Tur,1
CHITTOOR,Kharif,1533,Tur,1
CHITTOOR,Rabi,1,Tur,1
CHITTOOR,Kharif,1000,Tur,0
CHITTOOR,Kharif,2554,Tur,1
CHITTOOR,Kharif,1377,Tur,0
CHITTOOR,Rabi,56,Tur,1
CHITTOOR,Kharif,1182,Tur,1
CHITTOOR,Rabi,1,Tur,1
CHITTOOR,Kharif,1203,Tur,1
CHITTOOR,Rabi,2,Tur,1
CHITTOOR,Kharif,1268,Tur,0
CHITTOOR,Rabi,2,Tur,1
CHITTOOR,Kharif,1923,Tur,1
CHITTOOR,Rabi,3,Tur,1
CHITTOOR,Kharif,1669,Tur,1
EAST GODAVARI,Kharif,300,Tur,1
EAST GODAVARI,Kharif,300,Tur,0
EAST GODAVARI,Kharif,953,Tur,1
EAST GODAVARI,Kharif,763,Tur,0
EAST GODAVARI,Kharif,267,Tur,0
EAST GODAVARI,Kharif,539,Tur,0
EAST GODAVARI,Kharif,571,Tur,0
EAST GODAVARI,Kharif,611,Tur,0
EAST GODAVARI,Kharif,441,Tur,0
EAST GODAVARI,Kharif,1000,Tur,0
EAST GODAVARI,Kharif,344,Tur,0
EAST GODAVARI,Kharif,468,Tur,0
EAST GODAVARI,Rabi,507,Tur,1
EAST GODAVARI,Kharif,349,Tur,0
EAST GODAVARI,Rabi,26,Tur,1
EAST GODAVARI,Kharif,156,Tur,1
EAST GODAVARI,Rabi,14,Tur,1
EAST GODAVARI,Kharif,253,Tur,1
EAST GODAVARI,Kharif,447,Tur,1
EAST GODAVARI,Rabi,49,Tur,1
EAST GODAVARI,Kharif,1807,Tur,0
EAST GODAVARI,Rabi,47,Tur,0
GUNTUR,Kharif,14900,Tur,0
GUNTUR,Rabi,1000,Tur,1
GUNTUR,Kharif,20700,Tur,1
GUNTUR,Rabi,200,Tur,0
GUNTUR,Kharif,16786,Tur,1
GUNTUR,Rabi,442,Tur,1
GUNTUR,Kharif,29873,Tur,0
GUNTUR,Rabi,587,Tur,0
GUNTUR,Kharif,19290,Tur,1
GUNTUR,Rabi,677,Tur,1
GUNTUR,Kharif,17758,Tur,0
GUNTUR,Rabi,398,Tur,0
GUNTUR,Kharif,30295,Tur,0
GUNTUR,Rabi,537,Tur,0
GUNTUR,Kharif,31461,Tur,0
GUNTUR,Kharif,20188,Tur,1
GUNTUR,Rabi,244,Tur,1
GUNTUR,Kharif,19000,Tur,0
GUNTUR,Kharif,21832,Tur,0
GUNTUR,Rabi,152,Tur,1
GUNTUR,Kharif,28680,Tur,0
GUNTUR,Rabi,2350,Tur,1
GUNTUR,Kharif,27239,Tur,0
GUNTUR,Rabi,1001,Tur,1
GUNTUR,Kharif,16745,Tur,0
GUNTUR,Rabi,403,Tur,0
GUNTUR,Kharif,18787,Tur,0
GUNTUR,Rabi,1541,Tur,1
GUNTUR,Kharif,17096,Tur,0
GUNTUR,Rabi,368,Tur,1
GUNTUR,Kharif,13805,Tur,1
GUNTUR,Rabi,301,Tur,1
KADAPA,Kharif,1400,Tur,1
KADAPA,Kharif,4400,Tur,1
KADAPA,Kharif,8369,Tur,0
KADAPA,Rabi,93,Tur,1
KADAPA,Kharif,7139,Tur,0
KADAPA,Rabi,40,Tur,1
KADAPA,Kharif,2605,Tur,1
KADAPA,Rabi,6,Tur,1
KADAPA,Kharif,8997,Tur,1
KADAPA,Rabi,23,Tur,1
KADAPA,Kharif,4809,Tur,1
KADAPA,Rabi,11,Tur,1
KADAPA,Kharif,4377,Tur,1
KADAPA,Kharif,1527,Tur,0
KADAPA,Rabi,1,Tur,1
KADAPA,Kharif,4000,Tur,1
KADAPA,Kharif,839,Tur,0
KADAPA,Kharif,2088,Tur,1
KADAPA,Rabi,29,Tur,1
KADAPA,Kharif,5691,Tur,1
KADAPA,Rabi,7,Tur,0
KADAPA,Kharif,2250,Tur,1
KADAPA,Rabi,20,Tur,1
KADAPA,Kharif,1101,Tur,0
KADAPA,Rabi,1,Tur,0
KADAPA,Kharif,2442,Tur,1
KADAPA,Rabi,9,Tur,0
KADAPA,Kharif,360,Tur,1
KADAPA,Rabi,4,Tur,1
KRISHNA,Kharif,3400,Tur,1
KRISHNA,Kharif,5000,Tur,1
KRISHNA,Rabi,100,Tur,1
KRISHNA,Kharif,6316,Tur,0
KRISHNA,Rabi,42,Tur,1
KRISHNA,Kharif,4922,Tur,0
KRISHNA,Rabi,51,Tur,1
KRISHNA,Kharif,3438,Tur,1
KRISHNA,Rabi,58,Tur,1
KRISHNA,Kharif,6357,Tur,1
KRISHNA,Kharif,4789,Tur,1
KRISHNA,Rabi,7,Tur,0
KRISHNA,Kharif,3143,Tur,1
KRISHNA,Kharif,3750,Tur,1
KRISHNA,Kharif,3000,Tur,1
KRISHNA,Kharif,2108,Tur,1
KRISHNA,Kharif,2222,Tur,1
KRISHNA,Rabi,176,Tur,0
KRISHNA,Kharif,1809,Tur,1
KRISHNA,Rabi,72,Tur,0
KRISHNA,Kharif,1889,Tur,0
KRISHNA,Rabi,1,Tur,0
KRISHNA,Kharif,955,Tur,0
KRISHNA,Rabi,4,Tur,0
KRISHNA,Kharif,577,Tur,0
KRISHNA,Kharif,403,Tur,0
KURNOOL,Kharif,6400,Tur,0
KURNOOL,Rabi,100,Tur,0
KURNOOL,Kharif,10000,Tur,1
KURNOOL,Rabi,200,Tur,0
KURNOOL,Kharif,16996,Tur,1
KURNOOL,Rabi,150,Tur,1
KURNOOL,Kharif,10216,Tur,1
KURNOOL,Rabi,366,Tur,1
KURNOOL,Kharif,13187,Tur,1
KURNOOL,Rabi,261,Tur,1
KURNOOL,Kharif,13552,Tur,0
KURNOOL,Rabi,80,Tur,0
KURNOOL,Kharif,14643,Tur,0
KURNOOL,Rabi,140,Tur,1
KURNOOL,Kharif,25869,Tur,1
KURNOOL,Kharif,9742,Tur,0
KURNOOL,Rabi,60,Tur,1
KURNOOL,Kharif,22000,Tur,1
KURNOOL,Kharif,10470,Tur,0
KURNOOL,Rabi,56,Tur,0
KURNOOL,Kharif,15720,Tur,1
KURNOOL,Rabi,1668,Tur,1
KURNOOL,Kharif,29075,Tur,0
KURNOOL,Rabi,889,Tur,0
KURNOOL,Kharif,12789,Tur,0
KURNOOL,Rabi,201,Tur,0
KURNOOL,Kharif,24121,Tur,0
KURNOOL,Rabi,334,Tur,1
KURNOOL,Kharif,17959,Tur,1
KURNOOL,Rabi,222,Tur,0
KURNOOL,Kharif,18460,Tur,0
KURNOOL,Rabi,212,Tur,1
PRAKASAM,Kharif,2200,Tur,0
PRAKASAM,Kharif,29900,Tur,1
PRAKASAM,Rabi,500,Tur,0
PRAKASAM,Kharif,60198,Tur,1
PRAKASAM,Rabi,265,Tur,0
PRAKASAM,Kharif,29139,Tur,0
PRAKASAM,Rabi,321,Tur,0
PRAKASAM,Kharif,12271,Tur,1
PRAKASAM,Rabi,146,Tur,0
PRAKASAM,Kharif,27125,Tur,1
PRAKASAM,Rabi,138,Tur,1
PRAKASAM,Kharif,45456,Tur,1
PRAKASAM,Rabi,39,Tur,1
PRAKASAM,Kharif,42024,Tur,1
PRAKASAM,Kharif,9377,Tur,0
PRAKASAM,Rabi,21,Tur,1
PRAKASAM,Kharif,64000,Tur,0
PRAKASAM,Kharif,19884,Tur,1
PRAKASAM,Rabi,1,Tur,1
PRAKASAM,Kharif,24981,Tur,1
PRAKASAM,Rabi,95,Tur,1
PRAKASAM,Kharif,30174,Tur,1
PRAKASAM,Kharif,12444,Tur,1
PRAKASAM,Kharif,37700,Tur,1
PRAKASAM,Rabi,13,Tur,1
PRAKASAM,Kharif,48922,Tur,0
PRAKASAM,Rabi,41,Tur,1
PRAKASAM,Kharif,30962,Tur,1
PRAKASAM,Rabi,7,Tur,0
SPSR NELLORE,Kharif,100,Tur,1
SPSR NELLORE,Rabi,100,Tur,1
SPSR NELLORE,Kharif,400,Tur,1
SPSR NELLORE,Rabi,100,Tur,0
SPSR NELLORE,Kharif,1143,Tur,1
SPSR NELLORE,Rabi,495,Tur,1
SPSR NELLORE,Kharif,375,Tur,0
SPSR NELLORE,Rabi,63,Tur,0
SPSR NELLORE,Kharif,141,Tur,1
SPSR NELLORE,Rabi,203,Tur,0
SPSR NELLORE,Kharif,1112,Tur,1
SPSR NELLORE,Rabi,248,Tur,1
SPSR NELLORE,Kharif,645,Tur,1
SPSR NELLORE,Rabi,372,Tur,1
SPSR NELLORE,Kharif,1192,Tur,1
SPSR NELLORE,Kharif,175,Tur,0
SPSR NELLORE,Kharif,1000,Tur,1
SPSR NELLORE,Kharif,340,Tur,0
SPSR NELLORE,Rabi,159,Tur,1
SPSR NELLORE,Kharif,1222,Tur,1
SPSR NELLORE,Rabi,58,Tur,1
SPSR NELLORE,Kharif,1574,Tur,1
SPSR NELLORE,Rabi,184,Tur,1
SPSR NELLORE,Kharif,306,Tur,0
SPSR NELLORE,Rabi,63,Tur,1
SPSR NELLORE,Kharif,861,Tur,1
SPSR NELLORE,Rabi,174,Tur,1
SPSR NELLORE,Kharif,1075,Tur,1
SPSR NELLORE,Rabi,211,Tur,1
SPSR NELLORE,Kharif,382,Tur,0
SPSR NELLORE,Rabi,85,Tur,1
SRIKAKULAM,Kharif,400,Tur,0
SRIKAKULAM,Kharif,1100,Tur,0
SRIKAKULAM,Kharif,974,Tur,0
SRIKAKULAM,Kharif,813,Tur,0
SRIKAKULAM,Kharif,533,Tur,0
SRIKAKULAM,Kharif,665,Tur,0
SRIKAKULAM,Kharif,948,Tur,0
SRIKAKULAM,Kharif,872,Tur,0
SRIKAKULAM,Kharif,789,Tur,0
SRIKAKULAM,Kharif,1000,Tur,1
SRIKAKULAM,Kharif,636,Tur,0
SRIKAKULAM,Kharif,718,Tur,1
SRIKAKULAM,Kharif,832,Tur,1
SRIKAKULAM,Kharif,628,Tur,1
SRIKAKULAM,Rabi,13,Tur,1
SRIKAKULAM,Kharif,628,Tur,1
SRIKAKULAM,Kharif,678,Tur,1
SRIKAKULAM,Rabi,15,Tur,0
SRIKAKULAM,Kharif,539,Tur,0
SRIKAKULAM,Rabi,10,Tur,0
VISAKHAPATANAM,Kharif,800,Tur,1
VISAKHAPATANAM,Kharif,1700,Tur,1
VISAKHAPATANAM,Kharif,2032,Tur,0
VISAKHAPATANAM,Rabi,14,Tur,1
VISAKHAPATANAM,Kharif,1507,Tur,1
VISAKHAPATANAM,Rabi,15,Tur,0
VISAKHAPATANAM,Kharif,1575,Tur,0
VISAKHAPATANAM,Kharif,2188,Tur,1
VISAKHAPATANAM,Rabi,3,Tur,1
VISAKHAPATANAM,Kharif,2216,Tur,0
VISAKHAPATANAM,Rabi,1,Tur,0
VISAKHAPATANAM,Kharif,1124,Tur,0
VISAKHAPATANAM,Kharif,1375,Tur,0
VISAKHAPATANAM,Kharif,2000,Tur,0
VISAKHAPATANAM,Kharif,868,Tur,1
VISAKHAPATANAM,Kharif,1101,Tur,1
VISAKHAPATANAM,Rabi,197,Tur,0
VISAKHAPATANAM,Kharif,1412,Tur,0
VISAKHAPATANAM,Rabi,7,Tur,1
VISAKHAPATANAM,Kharif,1088,Tur,0
VISAKHAPATANAM,Rabi,12,Tur,1
VISAKHAPATANAM,Kharif,633,Tur,0
VISAKHAPATANAM,Rabi,13,Tur,1
VISAKHAPATANAM,Kharif,619,Tur,0
VISAKHAPATANAM,Rabi,8,Tur,0
VISAKHAPATANAM,Kharif,364,Tur,0
VISAKHAPATANAM,Rabi,1,Tur,1
VIZIANAGARAM,Kharif,400,Tur,0
VIZIANAGARAM,Kharif,900,Tur,1
VIZIANAGARAM,Kharif,722,Tur,1
VIZIANAGARAM,Kharif,765,Tur,1
VIZIANAGARAM,Kharif,555,Tur,1
VIZIANAGARAM,Kharif,791,Tur,1
VIZIANAGARAM,Kharif,1227,Tur,0
VIZIANAGARAM,Kharif,913,Tur,1
VIZIANAGARAM,Kharif,713,Tur,0
VIZIANAGARAM,Kharif,1000,Tur,1
VIZIANAGARAM,Kharif,896,Tur,1
VIZIANAGARAM,Kharif,1254,Tur,1
VIZIANAGARAM,Rabi,79,Tur,1
VIZIANAGARAM,Kharif,1245,Tur,1
VIZIANAGARAM,Kharif,743,Tur,1
VIZIANAGARAM,Kharif,1410,Tur,1
VIZIANAGARAM,Kharif,1807,Tur,1
VIZIANAGARAM,Kharif,889,Tur,0
VIZIANAGARAM,Rabi,23,Tur,1
WEST GODAVARI,Kharif,100,Tur,1
WEST GODAVARI,Kharif,200,Tur,0
WEST GODAVARI,Kharif,242,Tur,1
WEST GODAVARI,Rabi,142,Tur,1
WEST GODAVARI,Kharif,106,Tur,1
WEST GODAVARI,Rabi,6,Tur,0
WEST GODAVARI,Kharif,86,Tur,1
WEST GODAVARI,Rabi,29,Tur,1
WEST GODAVARI,Kharif,244,Tur,0
WEST GODAVARI,Rabi,50,Tur,0
WEST GODAVARI,Kharif,216,Tur,1
WEST GODAVARI,Rabi,5,Tur,0
WEST GODAVARI,Kharif,247,Tur,1
WEST GODAVARI,Kharif,129,Tur,1
WEST GODAVARI,Kharif,124,Tur,1
WEST GODAVARI,Kharif,592,Tur,1
WEST GODAVARI,Rabi,153,Tur,1
WEST GODAVARI,Kharif,169,Tur,0
WEST GODAVARI,Rabi,129,Tur,1
WEST GODAVARI,Kharif,75,Tur,0
WEST GODAVARI,Rabi,43,Tur,1
WEST GODAVARI,Kharif,136,Tur,1
WEST GODAVARI,Rabi,45,Tur,1
WEST GODAVARI,Kharif,122,Tur,1
WEST GODAVARI,Rabi,77,Tur,1
WEST GODAVARI,Kharif,75,Tur,0
WEST GODAVARI,Rabi,534,Tur,1
BAKSA,Kharif,115,Tur,1
BAKSA,Kharif,113,Tur,1
BAKSA,Kharif,99,Tur,1
BAKSA,Kharif,118,Tur,1
BAKSA,Kharif,118,Tur,0
BAKSA,Kharif,203,Tur,1
BAKSA,Kharif,167,Tur,0
BAKSA,Kharif,168,Tur,0
BAKSA,Kharif,221,Tur,0
BAKSA,Kharif,205,Tur,0
BARPETA,Kharif,239,Tur,0
BARPETA,Kharif,263,Tur,0
BARPETA,Kharif,246,Tur,0
BARPETA,Kharif,230,Tur,0
BARPETA,Kharif,268,Tur,0
BARPETA,Kharif,260,Tur,1
BARPETA,Kharif,227,Tur,0
BARPETA,Kharif,172,Tur,1
BARPETA,Kharif,99,Tur,1
BARPETA,Kharif,136,Tur,1
BARPETA,Kharif,124,Tur,1
BARPETA,Kharif,252,Tur,1
BARPETA,Kharif,291,Tur,1
BARPETA,Kharif,312,Tur,0
BARPETA,Kharif,253,Tur,0
BARPETA,Kharif,220,Tur,0
BARPETA,Kharif,180,Tur,1
BARPETA,Kharif,212,Tur,1
BONGAIGAON,Kharif,141,Tur,0
BONGAIGAON,Kharif,168,Tur,1
BONGAIGAON,Kharif,176,Tur,1
BONGAIGAON,Kharif,191,Tur,0
BONGAIGAON,Kharif,214,Tur,0
BONGAIGAON,Kharif,225,Tur,1
BONGAIGAON,Kharif,200,Tur,1
BONGAIGAON,Kharif,190,Tur,0
BONGAIGAON,Kharif,83,Tur,0
BONGAIGAON,Kharif,97,Tur,0
BONGAIGAON,Kharif,90,Tur,0
BONGAIGAON,Kharif,79,Tur,0
BONGAIGAON,Kharif,78,Tur,1
BONGAIGAON,Kharif,98,Tur,1
BONGAIGAON,Kharif,117,Tur,0
BONGAIGAON,Kharif,111,Tur,0
BONGAIGAON,Kharif,141,Tur,1
BONGAIGAON,Kharif,170,Tur,0
CACHAR,Kharif,92,Tur,1
CACHAR,Kharif,72,Tur,0
CACHAR,Kharif,72,Tur,1
CACHAR,Kharif,79,Tur,0
CACHAR,Kharif,79,Tur,0
CACHAR,Kharif,78,Tur,0
CACHAR,Kharif,85,Tur,1
CACHAR,Kharif,89,Tur,0
CACHAR,Kharif,86,Tur,1
CACHAR,Kharif,98,Tur,1
CACHAR,Kharif,90,Tur,1
CACHAR,Kharif,86,Tur,1
CACHAR,Kharif,87,Tur,1
CACHAR,Kharif,82,Tur,0
CACHAR,Kharif,87,Tur,1
CACHAR,Kharif,99,Tur,0
CACHAR,Kharif,105,Tur,1
CACHAR,Kharif,141,Tur,1
CHIRANG,Kharif,147,Tur,1
CHIRANG,Kharif,133,Tur,1
CHIRANG,Kharif,99,Tur,1
CHIRANG,Kharif,107,Tur,1
CHIRANG,Kharif,114,Tur,1
CHIRANG,Kharif,274,Tur,1
CHIRANG,Kharif,246,Tur,0
CHIRANG,Kharif,342,Tur,1
CHIRANG,Kharif,216,Tur,1
CHIRANG,Kharif,236,Tur,0
DARRANG,Kharif,257,Tur,1
DARRANG,Kharif,256,Tur,1
DARRANG,Kharif,301,Tur,1
DARRANG,Kharif,284,Tur,0
DARRANG,Kharif,303,Tur,1
DARRANG,Kharif,291,Tur,1
DARRANG,Kharif,295,Tur,0
DARRANG,Kharif,247,Tur,0
DARRANG,Kharif,135,Tur,1
DARRANG,Kharif,79,Tur,0
DARRANG,Kharif,43,Tur,1
DARRANG,Kharif,60,Tur,1
DARRANG,Kharif,35,Tur,1
DARRANG,Kharif,85,Tur,1
DARRANG,Kharif,86,Tur,1
DARRANG,Kharif,122,Tur,0
DARRANG,Kharif,393,Tur,1
DARRANG,Kharif,126,Tur,0
DHEMAJI,Kharif,34,Tur,1
DHEMAJI,Kharif,26,Tur,1
DHEMAJI,Kharif,26,Tur,1
DHEMAJI,Kharif,23,Tur,1
DHEMAJI,Kharif,23,Tur,1
DHEMAJI,Kharif,23,Tur,0
DHEMAJI,Kharif,23,Tur,1
DHEMAJI,Kharif,23,Tur,1
DHEMAJI,Kharif,31,Tur,1
DHEMAJI,Kharif,25,Tur,1
DHEMAJI,Kharif,23,Tur,1
DHEMAJI,Kharif,23,Tur,0
DHEMAJI,Kharif,23,Tur,1
DHEMAJI,Kharif,23,Tur,0
DHEMAJI,Kharif,29,Tur,0
DHEMAJI,Kharif,27,Tur,0
DHEMAJI,Kharif,34,Tur,0
DHEMAJI,Kharif,32,Tur,0
DHUBRI,Kharif,133,Tur,0
DHUBRI,Kharif,281,Tur,0
DHUBRI,Kharif,244,Tur,0
DHUBRI,Kharif,238,Tur,0
DHUBRI,Kharif,282,Tur,1
DHUBRI,Kharif,246,Tur,0
DHUBRI,Kharif,251,Tur,1
DHUBRI,Kharif,224,Tur,1
DHUBRI,Kharif,167,Tur,1
DHUBRI,Kharif,108,Tur,1
DHUBRI,Kharif,106,Tur,1
DHUBRI,Kharif,100,Tur,1
DHUBRI,Kharif,75,Tur,0
DHUBRI,Kharif,71,Tur,0
DHUBRI,Kharif,69,Tur,0
DHUBRI,Kharif,187,Tur,1
DHUBRI,Kharif,67,Tur,1
DHUBRI,Kharif,64,Tur,0
DIBRUGARH,Kharif,43,Tur,1
DIBRUGARH,Kharif,56,Tur,1
DIBRUGARH,Kharif,56,Tur,0
DIBRUGARH,Kharif,140,Tur,0
DIBRUGARH,Kharif,142,Tur,1
DIBRUGARH,Kharif,143,Tur,1
DIBRUGARH,Kharif,143,Tur,0
DIBRUGARH,Kharif,83,Tur,0
DIBRUGARH,Kharif,39,Tur,0
DIBRUGARH,Kharif,11,Tur,0
DIBRUGARH,Kharif,35,Tur,0
DIBRUGARH,Kharif,14,Tur,1
DIBRUGARH,Kharif,41,Tur,1
DIBRUGARH,Kharif,48,Tur,0
DIBRUGARH,Kharif,28,Tur,0
DIBRUGARH,Kharif,33,Tur,1
DIBRUGARH,Kharif,42,Tur,0
DIBRUGARH,Kharif,47,Tur,1
DIMA HASAO,Kharif,181,Tur,0
DIMA HASAO,Kharif,89,Tur,1
DIMA HASAO,Kharif,159,Tur,0
DIMA HASAO,Kharif,186,Tur,0
DIMA HASAO,Kharif,186,Tur,0
DIMA HASAO,Kharif,188,Tur,1
DIMA HASAO,Kharif,171,Tur,0
DIMA HASAO,Kharif,180,Tur,1
DIMA HASAO,Kharif,180,Tur,1
DIMA HASAO,Kharif,180,Tur,1
DIMA HASAO,Kharif,187,Tur,1
DIMA HASAO,Kharif,184,Tur,1
DIMA HASAO,Kharif,245,Tur,0
DIMA HASAO,Kharif,204,Tur,1
DIMA HASAO,Kharif,200,Tur,0
DIMA HASAO,Kharif,313,Tur,1
DIMA HASAO,Kharif,343,Tur,1
DIMA HASAO,Kharif,414,Tur,1
GOALPARA,Kharif,322,Tur,1
GOALPARA,Kharif,332,Tur,1
GOALPARA,Kharif,312,Tur,1
GOALPARA,Kharif,331,Tur,1
GOALPARA,Kharif,312,Tur,1
GOALPARA,Kharif,224,Tur,0
GOALPARA,Kharif,209,Tur,1
GOALPARA,Kharif,225,Tur,1
GOALPARA,Kharif,229,Tur,0
GOALPARA,Kharif,234,Tur,1
GOALPARA,Kharif,379,Tur,1
GOALPARA,Kharif,379,Tur,1
GOALPARA,Kharif,379,Tur,0
GOALPARA,Kharif,375,Tur,1
GOALPARA,Kharif,219,Tur,1
GOALPARA,Kharif,266,Tur,0
GOALPARA,Kharif,570,Tur,0
GOALPARA,Kharif,473,Tur,1
GOLAGHAT,Kharif,154,Tur,0
GOLAGHAT,Kharif,184,Tur,1
GOLAGHAT,Kharif,158,Tur,1
GOLAGHAT,Kharif,193,Tur,1
GOLAGHAT,Kharif,194,Tur,1
GOLAGHAT,Kharif,189,Tur,1
GOLAGHAT,Kharif,187,Tur,0
GOLAGHAT,Kharif,183,Tur,1
GOLAGHAT,Kharif,185,Tur,0
GOLAGHAT,Kharif,109,Tur,1
GOLAGHAT,Kharif,119,Tur,1
GOLAGHAT,Kharif,107,Tur,1
GOLAGHAT,Kharif,90,Tur,1
GOLAGHAT,Kharif,106,Tur,1
GOLAGHAT,Kharif,101,Tur,0
GOLAGHAT,Kharif,118,Tur,1
GOLAGHAT,Kharif,132,Tur,1
GOLAGHAT,Kharif,133,Tur,1
HAILAKANDI,Kharif,32,Tur,1
HAILAKANDI,Kharif,31,Tur,1
HAILAKANDI,Kharif,41,Tur,0
HAILAKANDI,Kharif,48,Tur,1
HAILAKANDI,Kharif,48,Tur,0
HAILAKANDI,Kharif,48,Tur,0
HAILAKANDI,Kharif,42,Tur,0
HAILAKANDI,Kharif,42,Tur,0
HAILAKANDI,Kharif,45,Tur,0
HAILAKANDI,Kharif,42,Tur,0
HAILAKANDI,Kharif,38,Tur,0
HAILAKANDI,Kharif,42,Tur,0
HAILAKANDI,Kharif,45,Tur,0
HAILAKANDI,Kharif,118,Tur,1
HAILAKANDI,Kharif,111,Tur,0
HAILAKANDI,Kharif,55,Tur,1
HAILAKANDI,Kharif,63,Tur,1
HAILAKANDI,Kharif,62,Tur,1
JORHAT,Kharif,12,Tur,1
JORHAT,Kharif,16,Tur,1
JORHAT,Kharif,16,Tur,1
JORHAT,Kharif,19,Tur,0
JORHAT,Kharif,19,Tur,0
JORHAT,Kharif,13,Tur,0
JORHAT,Kharif,11,Tur,1
JORHAT,Kharif,10,Tur,1
JORHAT,Kharif,11,Tur,0
JORHAT,Kharif,11,Tur,1
JORHAT,Kharif,5,Tur,1
JORHAT,Kharif,7,Tur,0
JORHAT,Kharif,24,Tur,0
JORHAT,Kharif,29,Tur,1
JORHAT,Kharif,20,Tur,1
JORHAT,Kharif,25,Tur,0
JORHAT,Kharif,31,Tur,0
JORHAT,Kharif,29,Tur,0
KAMRUP,Kharif,329,Tur,0
KAMRUP,Kharif,366,Tur,0
KAMRUP,Kharif,358,Tur,1
KAMRUP,Kharif,366,Tur,1
KAMRUP,Kharif,342,Tur,0
KAMRUP,Kharif,296,Tur,0
KAMRUP,Kharif,285,Tur,1
KAMRUP,Kharif,317,Tur,0
KAMRUP,Kharif,239,Tur,1
KAMRUP,Kharif,508,Tur,0
KAMRUP,Kharif,145,Tur,1
KAMRUP,Kharif,117,Tur,0
KAMRUP,Kharif,136,Tur,0
KAMRUP,Kharif,128,Tur,0
KAMRUP,Kharif,145,Tur,1
KAMRUP,Kharif,168,Tur,0
KAMRUP,Kharif,183,Tur,1
KAMRUP,Kharif,173,Tur,1
KAMRUP METRO,Kharif,10,Tur,1
KAMRUP METRO,Kharif,220,Tur,1
KAMRUP METRO,Kharif,60,Tur,1
KAMRUP METRO,Kharif,37,Tur,0
KAMRUP METRO,Kharif,28,Tur,1
KAMRUP METRO,Kharif,38,Tur,0
KAMRUP METRO,Kharif,32,Tur,1
KAMRUP METRO,Kharif,36,Tur,1
KAMRUP METRO,Kharif,36,Tur,1
KAMRUP METRO,Kharif,40,Tur,1
KARBI ANGLONG,Kharif,682,Tur,1
KARBI ANGLONG,Kharif,692,Tur,1
KARBI ANGLONG,Kharif,692,Tur,1
KARBI ANGLONG,Kharif,696,Tur,1
KARBI ANGLONG,Kharif,657,Tur,0
KARBI ANGLONG,Kharif,660,Tur,1
KARBI ANGLONG,Kharif,778,Tur,1
KARBI ANGLONG,Kharif,782,Tur,0
KARBI ANGLONG,Kharif,801,Tur,1
KARBI ANGLONG,Kharif,821,Tur,1
KARBI ANGLONG,Kharif,818,Tur,1
KARBI ANGLONG,Kharif,838,Tur,0
KARBI ANGLONG,Kharif,900,Tur,1
KARBI ANGLONG,Kharif,910,Tur,1
KARBI ANGLONG,Kharif,828,Tur,0
KARBI ANGLONG,Kharif,874,Tur,0
KARBI ANGLONG,Kharif,934,Tur,1
KARBI ANGLONG,Kharif,1011,Tur,0
KARIMGANJ,Kharif,40,Tur,1
KARIMGANJ,Kharif,41,Tur,1
KARIMGANJ,Kharif,48,Tur,1
KARIMGANJ,Kharif,38,Tur,1
KARIMGANJ,Kharif,38,Tur,1
KARIMGANJ,Kharif,38,Tur,0
KARIMGANJ,Kharif,31,Tur,1
KARIMGANJ,Kharif,29,Tur,0
KARIMGANJ,Kharif,28,Tur,1
KARIMGANJ,Kharif,32,Tur,1
KARIMGANJ,Kharif,32,Tur,1
KARIMGANJ,Kharif,32,Tur,1
KARIMGANJ,Kharif,36,Tur,1
KARIMGANJ,Kharif,54,Tur,0
KARIMGANJ,Kharif,66,Tur,1
KARIMGANJ,Kharif,67,Tur,1
KARIMGANJ,Kharif,58,Tur,1
KARIMGANJ,Kharif,66,Tur,1
KOKRAJHAR,Kharif,148,Tur,1
KOKRAJHAR,Kharif,197,Tur,0
KOKRAJHAR,Kharif,181,Tur,1
KOKRAJHAR,Kharif,178,Tur,0
KOKRAJHAR,Kharif,184,Tur,0
